Supplier Code,Brand,Task Code,Purchase Code,Contact Information,Company Name,Country,Website,Description,Fisrt Communicated By,store link
S-1133,IFM,2755,,Wechat Num:,"Shanghai Gude Electronic Technology Co., Ltd.",China,,1688 - 13 years,Henry,https://www.1688.com/factory/b2b-1658474110.html
S-1134,EMERSON ,2726,,Wechat Num:cx4075m,"Guangzhou Binhu Technology Co., Ltd.",China,,wechat -1 year,Hana ,
S-1135,SEW,2742,,Wechat Num: 18679747080,"Dongguan Conneco Automation Equipment Technology Co., Ltd.",China,,1688 - 4 years,Peter,https://knk15888888.1688.com/
S-1136,Borri,TDR 886,,Wechat Num:,Borri main company Malaysia branch,Malaysia,,,Matin,kamaljit.singh@borri-asia.com
S-1137,Parker,2700,,Wechat Num: +852-90271545,Easiest Engineering & Trading Ltd,Hong Kong,benny@easiest.com.hk,Agent,Henry,
S-1138,ST,2783,,Wechat Num:13682881239,Shenzhen Futian District Yitai Chip Trading Company,China,,1688 - 3 years,Peter,https://detail.1688.com/offer/754361925364.html?spm=a26352.13672862.offerlist.5.1a421e62WFFS4g&offerId=754361925364&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=06a349060dc741b4b19612f3b5710c18&skuId=5203331121618&forcePC=1764131208087
S-1139,ST,2783,,Wechat Num:13410204696,"Shenzhen Zhengyong Electronics Co., Ltd.",China,,1688 - 5 years,Peter,https://detail.1688.com/offer/727601915216.html?spm=a26352.13672862.offerlist.9.1a421e62WFFS4g&offerId=727601915216&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=06a349060dc741b4b19612f3b5710c18&skuId=5687901170881&forcePC=1764135984964
S-1140,NBM,2685,,Wechat Num:17335338776,"Shanghai Fenglu Electric Co., Ltd.",China ,,wechat - 10 years,Hana,
S-1141,NBM,2685,,Wechat Num: 19860129228 ,Shenzhen Longgang District Conniejia Electronic Commerce Firm,China ,,wechat - 7 years,Hana,
S-1142,Tokyo keiso,2759,,Wechat Num:15919226626,"Zhuhai Yangming Automation Equipment Co., Ltd.",China ,,1688 - 11 years,Peter,https://detail.1688.com/offer/686868510788.html?spm=a26352.13672862.offerlist.19.1b9050feRzbINH&offerId=686868510788&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=b8369ac86bb94bb0b962bd5fdbaf2f67&skuId=-1&forcePC=1764130835067
S-1143,Siemens ,2780,,Wechat Num:2648746451,"Simplybuy (shanghai) Co., Ltd.",China ,,Alibaba 12 years ,Matin,https://simplybuy.en.alibaba.com/
S-1144,BLCH,2765,,"Wechat Num:  
13868830948","BLCH Pneumatic Science & Technology Co., Ltd.",China ,,ALIBABa 8 years,Matin,https://zjblch.en.alibaba.com/
S-1145,EATON,2796,,Wechat Num: 13552110225,"Beijing Apton Technology Development Co., Ltd.",China ,,1688 - 8 years,Henry,https://shop18e08179671x4.1688.com/page/contactinfo.htm?spm=a2615.2177701.wp_pc_common_topnav.0
S-1146,Rezontech,TDR 902,,Wechat Num: +82 10-6244-9370,Rezontech,Company,os76@rezontech.com       ,Main,Henry,http://www.rezontech.com/en/
S-1147,Phoenix,2793,,Wechat Num:13801846998,"Shanghai Guilun Automation Equipment Co., Ltd.",China,,alibaba 8 years ,Matin,https://e-guilun.en.alibaba.com/
S-1148,Kemppi,2738,, Num: +49 40 832 66 00,Schweiss-Shop,DE,j.theden@schweiss-shop.de,,Henry,https://www.schweiss-shop.de/
S-1149,MCGS,2807,,Wechat Num:,"Hunan Luban Times Electric Technology Co., Ltd.",China,,1688 - 5 years,Henry,https://shop45918279y9f06.1688.com/
S-1150,MCGS,2807,,Wechat Num:,"Guanghui Network Technology (Shanghai) Co., Ltd.",China,,1688 - 6 years,Henry,https://shop63920a6zz2799.1688.com/
S-1151,Multy,,,Wechat Num:,Ben,China,,Reaible ,Sherry,
S-1152,Electric,,,Wechat Num:,Yunling(Carrie),China,,Reaible ,Sherry,"wWebsite: www.iyunling.com
 Email: sales@iyunling.com"
S-1153,SiteLab,tdr 915,,phone number 978-363-2299 ,Sitelab Corporation,USA,,main company,Matin,sgreason@site-lab.com www.site-lab.com
S-1154,NOTIFIER,TDR-914,,Wechat Num: 18030717597,"Chengdu Guangruida Technology Co., Ltd.",China,,1688 - 8 years,Henry,https://shop1474960732829.1688.com/
S-1155,Clarke Fire,TDR-901,,Phone number : +971506002722 / +1 513.483.6416 direct,Clarke Fire,Dubai,,main company,Matin,m.ali@wings-global.com  http://www.wingspowersolutions.com/
S-1156,YUCOO,2827,,wechat:13924026846,"GZ YUCOO NETWORK EQUIPMENT CO., LIMITED",China,,alibaba 17 years ,Matin,https://yucoo.en.alibaba.com/
S-1157,DWE,2827,,Phone number: +31 412 647 470,,Netherland,,Main company ,Matin,"	
www.dwe-oss.eu   	
info@dwe-oss.nl"
S-1158,siemens ,2850,,wechat:15820912154,"Dongguan Ouke Automation Equipment Co., Ltd.",China,,alibaba 9 years ,Matin,https://cn1520156719glzh.en.alibaba.com/
S-1159,Teledyne,2836,,Wechat Num:13381428885,"Beijing Zhongxi Huada Technology Co., Ltd.",China,,1688 - 6 years,Peter,https://shop24e83637983n8.1688.com/
S-1160,AEG SCHNEIDER  ,2845,,Wechat Num:,"Weifang Yafeng Chemical Instrument Co., Ltd.",China,,1688 - 18 years,Henry,https://www.1688.com/factory/weifangyafngyibiao.html
S-1161,Ziehl,2857,,Wechat Num: +49 791 504-137,ZIEHL industrie-elektronik GmbH + Co KG,DE,yelis.kozak@ziehl.de,Main Company,Henry,
S-1162,Philips,2725,,Wechat Num: 15994424715,"Shenzhen Shuoheng Technology Co., Ltd.",China,,1688 - 18 years,Henry,https://detail.1688.com/offer/687710215708.html?_t=1765349672381&spm=a2615.7691456.co_0_0_wangpu_score_0_0_0_0_0_0_0000_0.0
S-1163,SKF,TDR-937,,Wechat Num:,"Wuxi Fanrui Bearing Co., Ltd.",China,,1688 - 4 years,Henry,https://fanruibearing.1688.com/
S-1164,SKF,TDR-937,,Wechat Num:,"Shanghai Lutley Bearing Co., Ltd.",China,,1688 - 3 years,Henry,https://www.1688.com/factory/b2b-22153689421540ddc0.html
S-1165,ASCON ,2886,,Wechat Num:13839500978,"Guangzhou Dongtong Environmental Protection Technology Co., Ltd.",China,,wechat - 1 years,Hana,
S-1166,APC,2907,,Wechat Num: ,"Saint-Dean Power Technology Co., Ltd.",China,,1688 - 4 years,Henry,https://shop761uy549a7291.1688.com/page/offerlist.htm?spm=a2615.7691456.wp_pc_common_topnav.0
S-1167,Siemens,-,,Wechat Num: 159 21583216,"Shanghai Moran Automation Technology Co., Ltd.",China,,1689 - 3 years,Henry,
S-1168,SIEMENS,-,,Wechat Num: 15796426889,"Guangzhou Haosheng Automation Technology Co., Ltd.",China,,1688 - 5 years,Peter,https://detail.1688.com/offer/689323070666.html?spm=a26352.13672862.offerlist.20.21861e62tFjbFp
S-1169, W.GESSMANN,2854,,EMAIL: shu.minxian@gessmann.com.cn,Gessmann China Ltd.,China,,main agent- china,Hana,
S-1170,TIPPKEMPER,2921,,Wechat Num: 15382299715,"Dalian Lidi Fluid Control Technology Co., Ltd.",China,,1689 - 23 years,Peter,https://air.1688.com/app/ocms-fusion-components-1688/def_cbu_web_im/index.html?touid=cnalichndlleader&siteid=cnalichn&status=1&portalId=&gid=&offerId=666368625606&itemsId=&spm=&sourceValue=%257B%2522sourceType%2522%253A%2522pcOD%2522%252C%2522targetLoginId%2522%253A%2522dlleader%2522%252C%2522source%2522%253A%2522od%2522%252C%2522offerId%2522%253A666368625606%252C%2522extra%2522%253A%257B%257D%257D#/
S-1171,Bently Nevada,2930,,Wechat Num:18248887008,"Suzhou Shuiyunlou Technology Co., Ltd.",China,,wechat -7 years,Hana ,
S-1172,SANDELIUS,2924,,Phone Num: (713) 861-1100,Sandelius Instruments.,USA,l.schall@sandelius.com,Main Company,Henry,https://sandelius.com/about/
S-1173,ABB,2941,,Wechat Num:13554831505,Shenzhen Baoan District Baocheng Tianzheng Hardware Store,China,,Wehcat -11 years ,Hana,
S-1174,ABB,2941,,Wechat Num:15021198977,"Shanghai Cangling Electric Co., Ltd.",China,,Wehcat -11 years ,Hana ,
S-1175,Honeywell,2943,,Wechat Num:13764690720,"Shanghai Ranxian Thermal Energy Equipment Co., Ltd.",China,,wechat - 8 years,Hana ,
S-1176,Honeywell,2943,,Wechat Num:13641778300,"Shanghai Weiling Control Equipment Co., Ltd.",China,,wechat - 16 years,Hana,
S-1177,DSE,TDR-952,,Wechat ID: wxid_sxx5bre2vo3b22,"Wespc (dongguan) Tech Co., Ltd.",China,,Alibaba-7 years ,Henry,https://wespc.en.alibaba.com/index.html?spm=a2700.details.0.0.212036f0KHXlT5&from=detail&productId=1601634599079
S-1178,DSE,TDR-952,,Wechat Num: 008617841185702,"Pemp (guangzhou) Co., Ltd.",China,,Alibaba-5 years ,Henry,https://pemp.en.alibaba.com/index.html?spm=a2700.details.0.0.2aa81edfZ4p5ao&from=detail&productId=1600283620300
S-1179,MST,,,Wechat Num:15724591113,"Misite (Da lian) Industrial Control Systems Co., Ltd.",China,,Factory,Hana ,
S-1180,Honeywell,2963,,Whats APP: +971 55 768 8030,ATLAS AL SHARQ TR EST,UAE,,,Hana,
S-1181,AXIO,2966,,Phone Num: +971 55 973 9366,Annicom International LLC,UAE,yasir@annicomllc.ae ,Main Company,Henry,www.annicom.ae 
S-1182,SIEMENS,2983,,Wechat Num: 13637430009,"Shanghai Xinhenglong Automation Technology Co., Ltd.",China,,1688-2 years,Peter,https://detail.1688.com/offer/897500841916.html?spm=a26352.13672862.offerlist.4.7a1d1e620mIOYQ
S-1183,CHINT ,2982,,Wechat Num: 13537204997,"Dongguan Liangju Electromechanical Co., Ltd.",China,,1688 12 YEARS ,Matin,https://dgljdq.1688.com/
S-1184,CHINT ,2982,,Wechat Num:13600320427,"Foshan Zhengkai Electric Co., Ltd.",China,,1689 12 YEARS ,Matin,https://fszkdq.1688.com/
S-1185,DSE,2992,,Wechat Num: 15860811783,"Ningde Yite Technology Co., Ltd.",China,,Alibaba-6 years,Henry,https://e-beauty.en.alibaba.com/index.html?spm=a2700.details.0.0.5bf4eae5NOhi0s&from=detail&productId=1601260785618
S-1186,DSE,2992,,Wechat Num: 15037681172,"Zhengzhou Atechi Machinery Co., Ltd.",China,,Alibaba-6 years,Henry,https://atechiparts.en.alibaba.com/index.html?spm=a2700.details.0.0.7f714702E40Iwn&from=detail&productId=1600411994326
S-1187,Danfoss,2967,,Wechat ID: HQ0070,,China,,Agent,Henry,
S-1188,Danfoss,2967,,Wechat ID: danfoss1,,China,,Agent,Henry,
S-1189,Atlas Copco,TDR-963,,Wechat ID: wxid_554qzc2540si22,"Sichuan Sykes Mechanical And Electrical Technology Co., Ltd.",China,,Alibaba-7 years,Henry,https://saikesitech.en.alibaba.com/?spm=a2700.micro_cgs_home.0.0.84e63e5fFHjfu2
S-1190,ABB,3003,,Wechat Num: 15136669289,"Shenzhen Muyuan Electric Co., Ltd.",China,,1689- 8 Years ,Henry,https://dghaijiu2.1688.com/
S-1191,ABB,3003,,Wechat Num: ,"Guangzhou Shengbo Electrical Automation Co., Ltd.",China,,1689- 2 Years ,Henry,https://shop878973069bc59.1688.com/
S-1192,Siemens,3021,,Wechat Num: 13764076558,"Hosen Automation Technology Engineering (Shanghai) Co., Ltd.",China,S1429,1689- 9 Years ,Henry,https://www.1688.com/factory/b2b-32283148960458b.html
S-1193,Martindale,3020,,Wechat Num: 13714972229,"Shenzhen Wanbian Trading Co., Ltd.",China,,1689- 15 Years ,Matin,https://coastaltrading.1688.com/
S-1194,CROYFLEX,2965,,Phone number: UK tel. +44 (0) 20 8668 1481/Naomi@croylek.co.uk,CROYFLEX MAIN COMPANY ,UK,,,Matin,www.croylek.com
S-1195,Siemens,3030,,Wechat Num: 15811835466,Shenzhen Futian District Zhixin Boyuan Electronics Factory,China,,1689- 4 Years ,Henry,https://www.1688.com/factory/b2b-221438290219290d55.html
S-1196,TEKNIC,TDR-972,,Mobile no + 91 9172377621,Teknic Electric,India,shraddha.kale@teknic.co.in,Main Company,Henry,
S-1197,SIEMENS,3040,,Wechat Num: 18205232939 ,"Jiangsu Hongyi Automation Instrument Co., Ltd.",China,,1688 - 3 years,Peter,https://www.1688.com/factory/b2b-22167737564682a36b.html
S-1198,SIEMENS,3040,,Wechat Num: 13476276346,"Wuhan Xinhongdingcheng Technology Co., Ltd.",,,1688- 14 Years ,Peter,https://www.1688.com/factory/william13498.html
S-1199,ABB,3039,,Wechat Num:  13357216544,"Guangxi Haowei Electrical Equipment Co., Ltd.",China,,168- 7 years,Hana,
S-1200,Delta,,,Wechat Num: 150.1477.0163,"Dongguan Pinxin Electromechanical Technology Co., Ltd.",China ,,wechat - 13 years,Hana ,
S-1201,Drager,3055,,Wechat Num: x1990072911,"Shandong Zhongda Safety Technology Co., Ltd.",China ,,1688- 7 Years ,Peter,https://detail.1688.com/offer/607290172675.html?spm=a26352.b28411319/2508.0.0
S-1202,Additel,TDR-975,,Wechat Num: ,Additel Corporation,China ,"Additel Corporation
josiah.meng@additel.com",Agent,Henry,
S-1203,Murr electric,3044,,Wechat Num: 18217709760,"Shanghai Kaili Electromechanical Equipment Co., Ltd.",China ,,168-10 years,Matin,https://shop1466874166966.1688.com/
S-1204,COSMOS,TDR-988,,Wechat Num: 15866882629,"Qingdao Licheng Safety Technology Co., Ltd.",China ,,1688-4 years,Peter,https://detail.1688.com/offer/726258753775.html?spm=a26352.13672862.offerlist.15.1f6c1e62ERZrBE
S-1205,COSMOS,TDR-988,,Wechat Num: 18813575167,"Shenzhen Chengxinda Precision Tools Co., Ltd.",China ,,1688-15 years,Peter,https://detail.1688.com/offer/900842668000.html?spm=a26352.13672862.offerlist.11.1f6c1e62ERZrBE
S-1206,COSMOS,TDR-988,,Wechat Num: 15318776240,"Qingdao Lubo Weiye Environmental Protection Technology Co., Ltd.",China ,,1688-17 years,Peter,https://detail.1688.com/offer/774180294779.html?spm=a26352.13672862.offerlist.5.1f6c1e62ERZrBE
S-1207,WTW,TDR-988,,Wechat Num: 15522643662,"Beijing Zhongheng Rixin Technology Co., Ltd.",China ,,1688-11 years,Peter,https://detail.1688.com/offer/695384968674.html?spm=a26352.b28411319/2508.0.0
S-1208,WTW,TDR-988,,Wechat Num: 13592673510,"Zhengzhou Zhaowei Instrument Equipment Co., Ltd.",China ,,1688-6 years,Peter,https://detail.1688.com/offer/634315032905.html?spm=a26352.b28411319/2508.0.0
S-1209,WTW,TDR-988,,Wechat Num: 13806051012,"Xiamen Qinzhi Technology Co., Ltd.",China ,,1688-3 years,Peter,https://detail.1688.com/offer/916625064468.html?spm=a26352.b28411319/2508.0.0
S-1210,DYWER ,TDR-990,,Wechat Num: 13341795046,"Shanghai Shourong Industrial Equipment Co., Ltd.",China ,,1688-10 years,Peter,https://detail.1688.com/offer/569011935556.html?spm=a26352.b28411319/2508.0.0
S-1211,Bently Nevada,3063,,Wechat Num: 19507070716,Dongguan Shijie Mingwei Automation Equipment Trading Company (individual),China ,,wechat -1 year,Hana,
S-1212,Bently Nevada,3063,,Wechat Num: 17728001728,"Dongguan Kangster Technology Co., Ltd.",China ,,wechat -4 years,Hana,
S-1213,phoenix,3069,,Wechat Num:  Wuxiyouzheng,"Wuxi Youzheng Automation Technology Co., Ltd.",China,,wechat - 9 years,Hana,
S-1214,phoenix,3069,,Wechat Num: Huifeidelanjing,"Nanjing Mengrui Automation Co., Ltd.",China,,wechat - 9 years,Hana,
S-1215,phoenix,3070,,Wechat Num: 17317326501,"Shanghai Quanxin Electrical Equipment Co., Ltd.",China ,,wechat - 13 years,Hana ,
S-1216,Fireye,3071,,Wechat Num: 13564587118,"Shanghai Zhengdai Industry Equipment Co., Ltd.",China , SHZDTEC@163.COM,Agent,Henry,
S-1217,SMC,3062,,Wechat Num: 19874466937,"Shenzhen Jiayi Automation Technology Co., Ltd.",China ,,1688-7 years,Henry,https://shop91lm18v261851.1688.com/
S-1218,Honeywell,TDR-998,,Wechat Num: 13535671900,"Guangzhou Huahaifeng Trading Co., Ltd.",China ,,1688-3 years,Henry,https://shop757280o9n8017.1688.com/
S-1219,Honeywell,TDR-998,,Wechat Num: 17278784152,"Zhejiang Qufuji Technology Co., Ltd.",China ,,1688-2 years,Henry,https://shop755g8n2365i30.1688.com/
S-1220,Mitsubishi,3080,,Wechat Num: ruikezhengqi ,"Shanghai Lingrui Electric Automation Equipment Co., Ltd.",China ,,wechat - 5 years,Hana ,
S-1221,Danfoss,3081,,Wechat Num: 13636619868,"Shanghai Shunduo Industrial Co., Ltd.",China ,,wechat - 5 years,Hana,
S-1222,WYES,3072,,Wechat Num: 02-865-0938 ,WYESMON,China ,help@wyesmon.com,Main Company,Henry,
S-1223,Hensel,30,,Wechat Num: 137-3090-9231,Hensel Electric China ,China ,,Agent,Henry,
S-1224,Shanxing,14,,Wechat Num: 15064074550,"Jinan Shanxing Machinery Equipment Co., Ltd.",China ,,1688- 2 years,Peter,https://detail.1688.com/offer/925654269744.html
S-1225,Rotork,22,,Wechat Num: 18852783727,"Jiangsu Qianjin Intelligent Control Valve Co., Ltd.",China ,,1688- 2 years,Peter,https://detail.1688.com/offer/1010411928434.html?spm=a26352.22885112.offerlist.31.f1dc1e62TvzfQ5&offerId=1010411928434&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=5180e9976c7a4dd683763f5f7532ea82&skuId=6174761811539&forcePC=1767775869976
S-1226,Hanwha Vision,138,,Wechat Num: 13880859060 (WeChat ID: matt441981243),"Guangzhou Winhi Tech Electronics Co., Ltd.",China ,,Agent,Henry,
S-1227,skf,108,,Wechat Num: seawl0,ACEPOM,China ,,,MATIN,
S-1228,JERGUSON,215,,Wechat Num: +971-65723034,DNK Engineering Equipment FZE,UAE,sdsilva@dnkengg.com,Agent,Henry,
S-1229,siemens ,265,,Wechat Num: 15821428665,"Guanghui Network Technology (Shanghai) Co., Ltd.",China ,,1688-9 yerars ,Matin,https://air.1688.com/app/ocms-fusion-components-1688/def_cbu_web_im/index.html?spm=a26352.13672862.topmenu.dmymessage_popup_dwangwangxiaoxi#/
S-1230,HONEYWELL,285,,Wechat Num: 13793143198,"Beijing Zhongdian Baosheng Technology Development Co., Ltd.",China ,,1688-8 yerars ,Matin,https://zdbsbj.1688.com/
S-1231,HONEYWELL,285,,Wechat Num: wzp880815,"Nanjing Aisi Di Si Automation Technology Co., Ltd.",China ,,,Hana,
